name,link,desc,chef,prepTime,cooktime,total,ingredients,instructions,rating,num_of_reviews,calories,servings,fat,carb,protein,cholesterol,sodium
Bacon Cheddar Deviled Eggs,http://allrecipes.com/recipe/69084/bacon-cheddar-deviled-eggs/,"""These deviled eggs include bacon and shredded cheddar cheese.  Better than your ordinary deviled eggs.""",USEREMILY3260,30 m,10 m,40 m,,"Place eggs in a saucepan, and cover with cold water. Bring water to a boil and immediately remove from heat. Cover, and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, and cool. To cool more quickly, rinse eggs under cold running water.
Meanwhile, place bacon in a large, deep skillet. Cook over medium-high heat until evenly brown. Alternatively, wrap bacon in paper towels and cook in the microwave for about 1 minute per slice. Crumble and set aside.
Peel the hard-cooked eggs, and cut in half lengthwise. Remove yolks to a small bowl. Mash egg yolks with mayonnaise, crumbled bacon and cheese. Stir in mustard. Fill egg white halves with the yolk mixture and refrigerate until serving.",4.59264707565308,961,187 ,12 servings (24 deviled eggs),17,0.8,7.9,197,223
Spinach and Strawberry Salad,http://allrecipes.com/recipe/16409/spinach-and-strawberry-salad/,"""My family loves this all year round if we can find strawberries. Even the grandchildren love this salad. Quick and easy.""",JerJer,10 m
Cinnamon Rolls III,http://allrecipes.com/recipe/24556/cinnamon-rolls-iii/,"""Here's an easy alternative to buying those famous cinnamon rolls in the mall. They taste exactly the same, and the dough is made in the bread machine.""",MISS ALIX,2 h,20 m,2 h 20 m,"6446, 6447, 6448, 6449, 6450, 6451","In the pan of your bread machine, combine water, 1/4 cup melted butter, vanilla pudding, 1 cup warm milk, egg, 1 tablespoon sugar, salt, bread flour, and yeast. Set machine to Dough cycle; press Start.
When Dough cycle has finished, turn dough out onto a lightly floured surface and roll into a 17x10 inch rectangle. Spread with 1/2 cup softened butter. In a small bowl, stir together brown sugar, cinnamon, and pecans. Sprinkle brown sugar mixture over dough.
Butter a 9x13-inch baking pan.
Roll up dough, beginning with long side. Slice into 16 one-inch slices; place in prepared pan. Let rolls rise in a warm place until doubled, about 45 minutes.
Preheat oven to 350 degrees F (175 degrees C).
Bake rolls in preheated oven until browned, 15 to 20 minutes.
Stir together cream cheese, 1/4 cup softened butter, confectioners' sugar, vanilla extract, and 1 1/2 teaspoons milk. Remove rolls from oven and let cool until warm; spread frosting over warm rolls.",4.7636251449585,1333,372 ,16 servings (16 rolls),19,45.2,6.4,51,198
Salmon with Lemon and Dill,http://allrecipes.com/recipe/87279/salmon-with-lemon-and-dill/,"""This is a wonderful (and easy) recipe I got from my Aunt. The flavors of lemon and dill really complement the fish. I like to use wild Alaskan salmon for this recipe, but any salmon will work. I usually don't measure, so these are all estimates. Play with the ingredients to suit your own tastes!""",Michelle Ramey,10 m,25 m,35 m,"6452, 6453","Preheat oven to 350 degrees F (175 degrees C). Lightly grease a medium baking dish.
Place salmon in the baking dish. Mix the butter and lemon juice in a small bowl, and drizzle over the salmon. Season with dill, garlic powder, sea salt, and pepper.
Bake 25 minutes in the preheated oven, or until salmon is easily flaked with a fork.",4.54545450210571,515,320 ,4 servings,22.1,2.4,25.7,104,197
Crustless Spinach Quiche,http://allrecipes.com/recipe/20876/crustless-spinach-quiche/,"""I serve this in the summer for brunch with a side of sausage links and a fresh fruit bowl!""",ANY14TNS,20 m,30 m,50 m,,"Preheat oven to 350 degrees F (175 degrees C). Lightly grease a 9 inch pie pan.
Heat oil in a large skillet over medium-high heat. Add onions and cook, stirring occasionally, until onions are soft. Stir in spinach and continue cooking until excess moisture has evaporated.
In a large bowl, combine eggs, cheese, salt and pepper. Add spinach mixture and stir to blend. Scoop into prepared pie pan.
Bake in preheated oven until eggs have set, about 30 minutes. Let cool for 10 minutes before serving.",4.716872215271,1897,309 ,6 servings,23.7,4.8,20.4,209,546
Pull-Apart Easter Blossom Bread,http://allrecipes.com/recipe/217178/pull-apart-easter-blossom-bread/,"""A rich eggy dough is twisted into pretty flowers, then filled with jam in this decadent Easter bread. Be sure to look at the pictures for how it is formed. Lemon curd is an option to replace the jam.""",Sarah-May,45 m,25 m,3 h 50 m,"6454, 6455","In a large bowl, whisk together 4 cups of flour, the yeast, white sugar, and salt. In a saucepan over low heat, melt the unsalted butter with the milk until the mixture is warm, about 110 degrees F (43 degrees C). Gradually whisk about 1/3 of the butter-milk mixture into the beaten eggs, then return the egg mixture back into the remaining milk mixture. Stir the lemon zest into the liquid ingredients (set aside lemon juice for later). Pour the liquid ingredients into the flour mixture, and stir until thoroughly combined.
Add enough flour to make a soft dough; turn the dough out onto a floured surface, and knead until smooth and elastic, 8 to 10 minutes. Place dough into an oiled bowl, and turn the dough around to cover surface lightly with oil. Cover the bowl with plastic wrap, and allow to rise in a warm place until doubled, about 1 hour. Punch down the dough, and allow to rest for 10 minutes.
Divide the dough in half, and roll each half into a round ball. On a floured surface, roll out a ball into a 12-inch circle. Place a drinking glass, face down, into the center of the circle to prevent cutting the dough too far into the center. Cut the dough with a knife, from the edge of the dough circle to the rim of the glass, into quarters. Cut each quarter into 5 narrow wedge-shaped strips. (Center of the dough is uncut.) Remove the drinking glass. There are 20 narrow wedge-shaped strips surrounding the uncut center of the dough.
Pick up two adjacent strips, and twist them together about 4 times; pinch the ends of the two pieces together at the top. Gently coil to form a rough flower shape. Arrange the round into the middle of the circle, where the drinking glass was.
Pick up two more adjacent strips, and twist and pinch them as before; coil them into a rough round, and arrange the new petal next to the center rosette. Repeat with remaining 16 strips, twisting and pinching them in twos, coiling and arranging them into 8 more petals around the center rosette. Finished bread has 9 petals surrounding the center round. Repeat steps with the second ball of dough to make two breads.
Grease a baking sheet, or line with parchment paper. Place the shaped breads onto the prepared baking sheet, reshaping them into rounds if needed; cover with a clean kitchen towel, and place into a warm spot to rise until almost doubled, 30 to 45 minutes.
Preheat oven to 375 degrees F (190 degrees C). Beat the egg yolk with water in a small bowl, and brush the mixture over both the breads.
Bake in the preheated oven until the breads have turned golden brown, about 25 minutes. Allow to cool.
Use your fingers to gently deepen the indentations in the center of each petal, and fill each with about 1/2 to 1 teaspoon of raspberry jam. Mix the reserved lemon juice and confectioners' sugar in a bowl to form a glaze; drizzle the glaze in thin lines all over both the breads. Allow glaze to set. To serve, pull the petals apart.",4.61818170547485,41,269 ,20 servings (2 10-serving loaves),6.4,47.3,6,52,51
Strawberry Spinach Salad I,http://allrecipes.com/recipe/14276/strawberry-spinach-salad-i/,"""Someone brought this salad to a pot luck dinner and I had to have the recipe. I have made it many, many times since then and I have been asked for the recipe every time I bring it somewhere. It is also a great way to get kids to eat spinach!""",TOZENUF,10 m
Delicious Egg Salad for Sandwiches,http://allrecipes.com/recipe/147103/delicious-egg-salad-for-sandwiches/,"""This is a wonderful-tasting egg salad sandwich that you will definitely devour. It's really good on rye.""",wifeyluvs2cook,10 m,15 m,35 m,,"Place egg in a saucepan and cover with cold water. Bring water to a boil and immediately remove from heat. Cover and let eggs stand in hot water for 10 to 12 minutes. Remove from hot water, cool, peel and chop.
Place the chopped eggs in a bowl, and stir in the mayonnaise, mustard and green onion. Season with salt, pepper and paprika. Stir and serve on your favorite bread or crackers.",4.61935043334961,986,344 ,4 servings,31.9,2.3,13,382,351
Baked Asparagus with Balsamic Butter Sauce,http://allrecipes.com/recipe/59671/baked-asparagus-with-balsamic-butter-sauce/,"""This is a simple and delicious side dish. Fresh asparagus is baked until tender, and dressed with a blend of butter, soy sauce, and balsamic vinegar.""",CAE,10 m,12 m,25 m,,"Preheat oven to 400 degrees F (200 degrees C).
Arrange the asparagus on a baking sheet. Coat with cooking spray, and season with salt and pepper.
Bake asparagus 12 minutes in the preheated oven, or until tender.
Melt the butter in a saucepan over medium heat. Remove from heat, and stir in soy sauce and balsamic vinegar. Pour over the baked asparagus to serve.",4.60626316070557,1580,77 ,4 servings,5.9,4.9,2.8,15,269
Creamy Au Gratin Potatoes,http://allrecipes.com/recipe/15925/creamy-au-gratin-potatoes/,"""This is my husband's favorite dish, and he considers it a special occasion every time I make it. The creamy cheese sauce and the tender potatoes in this classic French dish combine to make a deliciously addictive experience. It's a great side dish with a roast pork loin or beef tenderloin. Add a green salad and French bread, and you have found the magic path to a man's heart. To avoid lumps in your sauce, add the milk just a little at a time as you stir the flour and butter. Experiment with different cheeses for variety.""",CathyM,30 m,1 h 30 m,2 h,,"Preheat oven to 400 degrees F (200 degrees C). Butter a 1 quart casserole dish.
Layer 1/2 of the potatoes into bottom of the prepared casserole dish. Top with the onion slices, and add the remaining potatoes. Season with salt and pepper to taste.
In a medium-size saucepan, melt butter over medium heat. Mix in the flour and salt, and stir constantly with a whisk for one minute. Stir in milk. Cook until mixture has thickened. Stir in cheese all at once, and continue stirring until melted, about 30 to 60 seconds. Pour cheese over the potatoes, and cover the dish with aluminum foil.
Bake 1 1/2 hours in the preheated oven.",4.51911687850952,3668,499 ,4 servings,25.4,49.3,19.8,77,683
Carrot Cake III,http://allrecipes.com/recipe/7402/carrot-cake-iii/,"""I've tried many carrot cakes, and this is my favorite recipe. If you don't like pecans, feel free to leave them out.""",Tammy Elliott,30 m,1 h,2 h,,"Preheat oven to 350 degrees F (175 degrees C).  Grease and flour a 9x13 inch pan.
In a large bowl, beat together eggs, oil, white sugar and 2 teaspoons vanilla. Mix in flour, baking soda, baking powder, salt and cinnamon. Stir in carrots. Fold in pecans.  Pour into prepared pan.
Bake in the preheated oven for 40 to 50 minutes, or until a toothpick inserted into the center of the cake comes out clean. Let cool in pan for 10 minutes, then turn out onto a wire rack and cool completely.
To Make Frosting:  In a medium bowl, combine butter, cream cheese, confectioners' sugar and 1 teaspoon vanilla. Beat until the mixture is smooth and creamy. Stir in chopped pecans. Frost the cooled cake.",4.71237754821777,4969,575 ,18 servings (1 - 9x13 inch cake),34.8,63.7,5.1,69,347
Braided Easter Egg Bread,http://allrecipes.com/recipe/17244/braided-easter-egg-bread/,"""This decorative Easter bread has whole eggs baked into it! Do not cook the whole eggs, as they will bake at the same time that the bread does. The eggs can also be dyed for extra color.""",MARBALET,45 m,30 m,3 h,"6456, 6457","In a large bowl, combine 1 cup flour, sugar, salt and yeast; stir well. Combine milk and butter in a small saucepan; heat until milk is warm and butter is softened but not melted.
Gradually add the milk and butter to the flour mixture; stirring constantly. Add two eggs and 1/2 cup flour; beat well. Add the remaining flour, 1/2 cup at a time, stirring well after each addition. When the dough has pulled together, turn it out onto a lightly floured surface and knead until smooth and elastic, about 8 minutes.
Lightly oil a large bowl, place the dough in the bowl and turn to coat with oil. Cover with a damp cloth and let rise in a warm place until doubled in volume, about 1 hour.
Deflate the dough and turn it out onto a lightly floured surface. Divide the dough into two equal size rounds; cover and let rest for 10 minutes. Roll each round into a long roll about 36 inches long and 1 1/2 inches thick. Using the two long pieces of dough, form a loosely braided ring, leaving spaces for the five colored eggs. Seal the ends of the ring together and use your fingers to slide the eggs between the braids of dough.
Preheat oven to 350 degrees F (175 degrees C). Place loaf on a buttered baking sheet and cover loosely with a damp towel. Place loaf in a warm place and let rise until doubled in bulk, about 45 minutes. Brush risen loaf with melted butter.
Bake in the preheated oven until golden brown, about 30 minutes.",4.36042404174805,249,234 ,10 servings (1 1-pound loaf),8.7,30.1,8.5,144,322
